period,price
23:00 - 00:00,41.81
00:00 - 01:00,31.06
01:00 - 02:00,18.9
02:00 - 03:00,16.51
03:00 - 04:00,18.26
04:00 - 05:00,22.4
05:00 - 06:00,34.7
06:00 - 07:00,59.51
07:00 - 08:00,75.43
08:00 - 09:00,75.32
09:00 - 10:00,67.01
10:00 - 11:00,60.0
11:00 - 12:00,56.21
12:00 - 13:00,57.93
13:00 - 14:00,61.01
14:00 - 15:00,67.1
15:00 - 16:00,76.36
16:00 - 17:00,88.1
17:00 - 18:00,106.63
18:00 - 19:00,103.03
19:00 - 20:00,85.93
20:00 - 21:00,75.61
21:00 - 22:00,76.9
22:00 - 23:00,63.1
