period,price
23:00 - 00:00,67.7
00:00 - 01:00,74.96
01:00 - 02:00,71.21
02:00 - 03:00,68.13
03:00 - 04:00,65.1
04:00 - 05:00,67.55
05:00 - 06:00,78.0
06:00 - 07:00,93.35
07:00 - 08:00,107.41
08:00 - 09:00,107.48
09:00 - 10:00,86.73
10:00 - 11:00,75.37
11:00 - 12:00,74.2
12:00 - 13:00,68.62
13:00 - 14:00,67.82
14:00 - 15:00,68.45
15:00 - 16:00,70.0
16:00 - 17:00,79.91
17:00 - 18:00,94.7
18:00 - 19:00,106.0
19:00 - 20:00,106.0
20:00 - 21:00,88.77
21:00 - 22:00,80.65
22:00 - 23:00,73.05
