period,price
23:00 - 00:00,2.34
00:00 - 01:00,1.73
01:00 - 02:00,0.01
02:00 - 03:00,1.18
03:00 - 04:00,0.99
04:00 - 05:00,1.21
05:00 - 06:00,20.89
06:00 - 07:00,67.64
07:00 - 08:00,85.82
08:00 - 09:00,91.07
09:00 - 10:00,79.17
10:00 - 11:00,75.03
11:00 - 12:00,77.86
12:00 - 13:00,79.51
13:00 - 14:00,78.56
14:00 - 15:00,79.95
15:00 - 16:00,83.14
16:00 - 17:00,97.16
17:00 - 18:00,115.74
18:00 - 19:00,110.26
19:00 - 20:00,93.93
20:00 - 21:00,80.36
21:00 - 22:00,82.62
22:00 - 23:00,75.01
