period,price
23:00 - 00:00,20.7
00:00 - 01:00,12.09
01:00 - 02:00,9.52
02:00 - 03:00,8.31
03:00 - 04:00,8.36
04:00 - 05:00,10.5
05:00 - 06:00,22.18
06:00 - 07:00,49.97
07:00 - 08:00,83.69
08:00 - 09:00,100.0
09:00 - 10:00,90.0
10:00 - 11:00,73.98
11:00 - 12:00,62.79
12:00 - 13:00,55.69
13:00 - 14:00,45.97
14:00 - 15:00,40.04
15:00 - 16:00,44.92
16:00 - 17:00,62.97
17:00 - 18:00,82.03
18:00 - 19:00,87.1
19:00 - 20:00,62.73
20:00 - 21:00,36.9
21:00 - 22:00,25.01
22:00 - 23:00,13.07
