period,price
23:00 - 00:00,54.99
00:00 - 01:00,55.84
01:00 - 02:00,54.0
02:00 - 03:00,49.49
03:00 - 04:00,47.69
04:00 - 05:00,45.01
05:00 - 06:00,47.29
06:00 - 07:00,56.74
07:00 - 08:00,59.19
08:00 - 09:00,72.26
09:00 - 10:00,74.91
10:00 - 11:00,78.01
11:00 - 12:00,76.77
12:00 - 13:00,75.99
13:00 - 14:00,77.07
14:00 - 15:00,76.91
15:00 - 16:00,82.84
16:00 - 17:00,88.61
17:00 - 18:00,92.43
18:00 - 19:00,87.12
19:00 - 20:00,78.98
20:00 - 21:00,74.93
21:00 - 22:00,75.68
22:00 - 23:00,66.44
