period,price
23:00 - 00:00,81.18
00:00 - 01:00,78.61
01:00 - 02:00,75.78
02:00 - 03:00,74.92
03:00 - 04:00,72.88
04:00 - 05:00,74.92
05:00 - 06:00,85.0
06:00 - 07:00,90.25
07:00 - 08:00,99.92
08:00 - 09:00,100.78
09:00 - 10:00,90.36
10:00 - 11:00,82.69
11:00 - 12:00,79.01
12:00 - 13:00,81.36
13:00 - 14:00,84.13
14:00 - 15:00,94.29
15:00 - 16:00,101.4
16:00 - 17:00,117.19
17:00 - 18:00,127.85
18:00 - 19:00,121.56
19:00 - 20:00,105.49
20:00 - 21:00,93.26
21:00 - 22:00,88.77
22:00 - 23:00,76.48
