period,price
23:00 - 00:00,40.92
00:00 - 01:00,40.01
01:00 - 02:00,38.14
02:00 - 03:00,36.15
03:00 - 04:00,35.8
04:00 - 05:00,39.82
05:00 - 06:00,41.0
06:00 - 07:00,70.02
07:00 - 08:00,85.98
08:00 - 09:00,90.23
09:00 - 10:00,83.53
10:00 - 11:00,74.3
11:00 - 12:00,72.3
12:00 - 13:00,70.39
13:00 - 14:00,69.97
14:00 - 15:00,72.08
15:00 - 16:00,77.88
16:00 - 17:00,87.41
17:00 - 18:00,89.54
18:00 - 19:00,86.85
19:00 - 20:00,84.99
20:00 - 21:00,79.66
21:00 - 22:00,75.64
22:00 - 23:00,68.86
