period,price
23:00 - 00:00,54.39
00:00 - 01:00,52.42
01:00 - 02:00,52.03
02:00 - 03:00,53.15
03:00 - 04:00,56.04
04:00 - 05:00,56.3
05:00 - 06:00,65.39
06:00 - 07:00,80.83
07:00 - 08:00,88.3
08:00 - 09:00,92.93
09:00 - 10:00,89.1
10:00 - 11:00,82.29
11:00 - 12:00,77.42
12:00 - 13:00,75.97
13:00 - 14:00,76.76
14:00 - 15:00,82.94
15:00 - 16:00,86.99
16:00 - 17:00,103.41
17:00 - 18:00,146.35
18:00 - 19:00,177.16
19:00 - 20:00,128.16
20:00 - 21:00,101.39
21:00 - 22:00,87.44
22:00 - 23:00,81.09
