period,price
23:00 - 00:00,84.5
00:00 - 01:00,83.21
01:00 - 02:00,77.5
02:00 - 03:00,74.38
03:00 - 04:00,72.33
04:00 - 05:00,72.79
05:00 - 06:00,75.44
06:00 - 07:00,82.49
07:00 - 08:00,84.85
08:00 - 09:00,84.61
09:00 - 10:00,81.74
10:00 - 11:00,80.17
11:00 - 12:00,84.69
12:00 - 13:00,84.94
13:00 - 14:00,84.97
14:00 - 15:00,86.01
15:00 - 16:00,89.3
16:00 - 17:00,101.58
17:00 - 18:00,104.92
18:00 - 19:00,101.8
19:00 - 20:00,90.24
20:00 - 21:00,89.51
21:00 - 22:00,86.33
22:00 - 23:00,84.97
