period,price
23:00 - 00:00,41.94
00:00 - 01:00,34.52
01:00 - 02:00,26.0
02:00 - 03:00,17.18
03:00 - 04:00,13.71
04:00 - 05:00,12.07
05:00 - 06:00,17.28
06:00 - 07:00,56.75
07:00 - 08:00,81.49
08:00 - 09:00,80.7
09:00 - 10:00,73.98
10:00 - 11:00,65.11
11:00 - 12:00,60.75
12:00 - 13:00,63.4
13:00 - 14:00,69.92
14:00 - 15:00,69.74
15:00 - 16:00,73.14
16:00 - 17:00,84.32
17:00 - 18:00,94.74
18:00 - 19:00,84.77
19:00 - 20:00,72.22
20:00 - 21:00,57.48
21:00 - 22:00,42.11
22:00 - 23:00,26.67
