period,price
23:00 - 00:00,73.47
00:00 - 01:00,72.59
01:00 - 02:00,71.89
02:00 - 03:00,71.61
03:00 - 04:00,72.35
04:00 - 05:00,75.57
05:00 - 06:00,79.23
06:00 - 07:00,92.1
07:00 - 08:00,110.66
08:00 - 09:00,95.96
09:00 - 10:00,84.11
10:00 - 11:00,78.87
11:00 - 12:00,79.97
12:00 - 13:00,76.2
13:00 - 14:00,66.12
14:00 - 15:00,64.11
15:00 - 16:00,70.0
16:00 - 17:00,79.94
17:00 - 18:00,91.85
18:00 - 19:00,101.81
19:00 - 20:00,89.31
20:00 - 21:00,70.53
21:00 - 22:00,63.38
22:00 - 23:00,43.23
