period,price
23:00 - 00:00,56.69
00:00 - 01:00,53.93
01:00 - 02:00,49.32
02:00 - 03:00,45.63
03:00 - 04:00,43.64
04:00 - 05:00,45.85
05:00 - 06:00,55.7
06:00 - 07:00,73.92
07:00 - 08:00,78.62
08:00 - 09:00,82.29
09:00 - 10:00,75.68
10:00 - 11:00,68.92
11:00 - 12:00,67.7
12:00 - 13:00,68.49
13:00 - 14:00,74.56
14:00 - 15:00,72.66
15:00 - 16:00,76.98
16:00 - 17:00,88.7
17:00 - 18:00,92.86
18:00 - 19:00,93.16
19:00 - 20:00,85.7
20:00 - 21:00,74.8
21:00 - 22:00,74.29
22:00 - 23:00,72.0
