period,price
23:00 - 00:00,0.51
00:00 - 01:00,1.16
01:00 - 02:00,1.53
02:00 - 03:00,2.42
03:00 - 04:00,2.06
04:00 - 05:00,2.37
05:00 - 06:00,2.55
06:00 - 07:00,1.88
07:00 - 08:00,0.51
08:00 - 09:00,0.51
09:00 - 10:00,0.51
10:00 - 11:00,1.83
11:00 - 12:00,1.98
12:00 - 13:00,1.51
13:00 - 14:00,1.12
14:00 - 15:00,0.51
15:00 - 16:00,0.27
16:00 - 17:00,9.09
17:00 - 18:00,54.73
18:00 - 19:00,71.7
19:00 - 20:00,68.49
20:00 - 21:00,54.55
21:00 - 22:00,45.99
22:00 - 23:00,24.0
