period,price
23:00 - 00:00,77.41
00:00 - 01:00,75.69
01:00 - 02:00,73.01
02:00 - 03:00,70.98
03:00 - 04:00,71.03
04:00 - 05:00,72.88
05:00 - 06:00,82.7
06:00 - 07:00,98.66
07:00 - 08:00,108.65
08:00 - 09:00,100.42
09:00 - 10:00,86.72
10:00 - 11:00,75.79
11:00 - 12:00,75.99
12:00 - 13:00,74.99
13:00 - 14:00,72.09
14:00 - 15:00,72.35
15:00 - 16:00,76.02
16:00 - 17:00,87.7
17:00 - 18:00,99.99
18:00 - 19:00,115.82
19:00 - 20:00,107.97
20:00 - 21:00,99.89
21:00 - 22:00,88.33
22:00 - 23:00,85.65
