period,price
23:00 - 00:00,5.04
00:00 - 01:00,1.02
01:00 - 02:00,1.1
02:00 - 03:00,1.21
03:00 - 04:00,1.02
04:00 - 05:00,0.07
05:00 - 06:00,0.78
06:00 - 07:00,6.73
07:00 - 08:00,12.19
08:00 - 09:00,11.65
09:00 - 10:00,7.12
10:00 - 11:00,9.44
11:00 - 12:00,9.21
12:00 - 13:00,13.72
13:00 - 14:00,31.7
14:00 - 15:00,28.76
15:00 - 16:00,40.01
16:00 - 17:00,70.01
17:00 - 18:00,83.6
18:00 - 19:00,100.67
19:00 - 20:00,104.93
20:00 - 21:00,100.88
21:00 - 22:00,89.8
22:00 - 23:00,70.01
