period,price
23:00 - 00:00,105.97
00:00 - 01:00,103.43
01:00 - 02:00,89.92
02:00 - 03:00,80.34
03:00 - 04:00,76.82
04:00 - 05:00,65.61
05:00 - 06:00,65.11
06:00 - 07:00,78.29
07:00 - 08:00,96.53
08:00 - 09:00,103.75
09:00 - 10:00,103.41
10:00 - 11:00,83.5
11:00 - 12:00,82.77
12:00 - 13:00,73.6
13:00 - 14:00,68.42
14:00 - 15:00,55.89
15:00 - 16:00,59.11
16:00 - 17:00,76.54
17:00 - 18:00,94.01
18:00 - 19:00,99.65
19:00 - 20:00,94.19
20:00 - 21:00,80.01
21:00 - 22:00,68.62
22:00 - 23:00,57.02
