period,price
23:00 - 00:00,84.55
00:00 - 01:00,77.21
01:00 - 02:00,74.67
02:00 - 03:00,74.98
03:00 - 04:00,74.37
04:00 - 05:00,75.99
05:00 - 06:00,84.39
06:00 - 07:00,97.7
07:00 - 08:00,123.99
08:00 - 09:00,110.65
09:00 - 10:00,93.51
10:00 - 11:00,73.26
11:00 - 12:00,68.2
12:00 - 13:00,73.16
13:00 - 14:00,72.96
14:00 - 15:00,73.44
15:00 - 16:00,83.63
16:00 - 17:00,93.99
17:00 - 18:00,126.78
18:00 - 19:00,143.27
19:00 - 20:00,128.71
20:00 - 21:00,107.06
21:00 - 22:00,89.42
22:00 - 23:00,80.51
