period,price
23:00 - 00:00,71.72
00:00 - 01:00,70.63
01:00 - 02:00,67.42
02:00 - 03:00,64.2
03:00 - 04:00,63.79
04:00 - 05:00,64.01
05:00 - 06:00,69.55
06:00 - 07:00,86.22
07:00 - 08:00,92.93
08:00 - 09:00,91.17
09:00 - 10:00,85.49
10:00 - 11:00,77.99
11:00 - 12:00,73.01
12:00 - 13:00,74.02
13:00 - 14:00,76.99
14:00 - 15:00,78.69
15:00 - 16:00,80.5
16:00 - 17:00,90.3
17:00 - 18:00,88.67
18:00 - 19:00,76.53
19:00 - 20:00,78.24
20:00 - 21:00,76.4
21:00 - 22:00,66.74
22:00 - 23:00,53.74
