period,price
23:00 - 00:00,83.93
00:00 - 01:00,79.06
01:00 - 02:00,76.31
02:00 - 03:00,74.07
03:00 - 04:00,73.0
04:00 - 05:00,73.23
05:00 - 06:00,78.85
06:00 - 07:00,95.96
07:00 - 08:00,114.07
08:00 - 09:00,107.88
09:00 - 10:00,103.29
10:00 - 11:00,91.91
11:00 - 12:00,83.21
12:00 - 13:00,81.19
13:00 - 14:00,81.99
14:00 - 15:00,81.31
15:00 - 16:00,90.0
16:00 - 17:00,112.78
17:00 - 18:00,144.65
18:00 - 19:00,175.13
19:00 - 20:00,139.21
20:00 - 21:00,112.98
21:00 - 22:00,91.93
22:00 - 23:00,82.08
